recording_id,condition_id,repetition,state_from_name,workpiece,length_mm,doc_mm,woc_mm,spindle_rpm,feed_mm_min,global_index,label,path,sha256,n_windows,archive_feature_dimension,missing_values
U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,1,U,B,56.0,4.0,1.0,2700,270,148,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R1.mat,031319e78b3d1182f96247d90b256d62cf07de4b6b73e3e1207084579376c470,350,40,0
U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,2,U,B,56.0,4.0,1.0,2700,270,149,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R2.mat,e139ce2517cb4eeaa243fa46b79a2b04efc7d92a58465406a22cdc136242aa41,350,40,0
U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,3,U,B,56.0,4.0,1.0,2700,270,150,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R3.mat,52093a2dcab43f7809adce0394518dedb4afea7dd543c4f05888851267a4e9d6,273,40,0
U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,4,U,B,56.0,4.0,1.0,2700,270,151,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R4.mat,c63c4166650a9b5555f97e3646258ab12ebb14650ce256e3176752f9aecddaff,350,40,0
U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,1,U,B,56.0,4.0,2.0,2700,270,152,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R1.mat,b4af290592f9f9ff0cc1358c36ee12acfab20090149b6ebfed3ccd8888dadfd2,350,40,0
U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,2,U,B,56.0,4.0,2.0,2700,270,153,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R2.mat,2c82032629ef4229b990f3507a8dc588c61b2a96e9b9dff769029e06b0b06e55,350,40,0
U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,3,U,B,56.0,4.0,2.0,2700,270,154,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R3.mat,fe87bc9ba7659f454354177425e29c121088e9c1b7baaf5453167bdcd6640d0c,350,40,0
U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,4,U,B,56.0,4.0,2.0,2700,270,155,1,data/processed_feature_matrices/U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R4.mat,7bc73a89457434ada1bf22677f1a0949b1ec498180c7ee705fc3987ebc5431cc,350,40,0
U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,1,U,B,56.0,6.0,1.0,2700,270,156,1,data/processed_feature_matrices/U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R1.mat,d428b9f70ebf3d7785c8f062129de514a63db3aa257f0e0af0bca948aefa1fcb,350,40,0
U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,2,U,B,56.0,6.0,1.0,2700,270,157,1,data/processed_feature_matrices/U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R2.mat,45eae6f2d2e774b189c101d072be2444cde42b4a53d62241bf0f6d2ce28868d0,350,40,0
U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,3,U,B,56.0,6.0,1.0,2700,270,158,1,data/processed_feature_matrices/U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R3.mat,add173fc31f2fa39dbf38617e8c221435494686fa97edfea90251a4a7b17103a,350,40,0
U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,4,U,B,56.0,6.0,1.0,2700,270,159,1,data/processed_feature_matrices/U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R4.mat,21a1e17e484ec9abad2adb3f53ebc5c8f9b51dae03186c8f4cbb188ac3e8e114,350,40,0
