split,repeat,fold,seed,feature_set,n_train,n_test,n_train_conditions,n_test_conditions,budget,method,stage,n_selected,n_unique_selected_conditions,n_duplicate_condition_slots,max_selected_per_condition,rank,train_local_index,global_index,recording_id,condition_id,repetition,label,voronoi_weight,renyi_weight
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,12,0,1,9,77,105,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,2,0,0.058333333333333334,6.9086482347163125e-18
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,12,0,1,10,81,109,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,2,1,0.08333333333333333,0.0015406582843576608
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,12,0,1,11,95,123,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,4,1,0.11666666666666667,4.90891295414303e-20
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,12,0,1,12,104,132,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,1,1,0.1,5.32354740759173e-19
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,1,33,37,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,2,0,0.38333333333333336,0.13681594066599717
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,2,112,144,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,1,1,0.2,0.1110012382448153
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,3,67,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.175,0.1179163682175654
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,4,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.075,0.06590748779628207
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,5,59,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0,0.075,0.11714102337371571
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,6,42,66,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,3,0,0.03333333333333333,0.07643899588153061
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,7,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.0605360425379562
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,8,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.06279181228634564
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,9,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.06279181228573173
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,10,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.06277189212518317
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,11,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.06260641872972726
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,12,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.06328096785514976
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,1,31,35,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,4,0,0.21666666666666667,0.0733042293429355
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,2,33,37,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,2,0,0.175,0.15803848961537006
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,3,42,66,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,3,0,0.03333333333333333,0.07178676015291266
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,4,59,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0,0.075,0.12277517094121858
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,5,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.05117485007554165
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,6,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.049083201998076545
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,7,67,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.175,0.12844026774309472
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,8,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.051174850076348755
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,9,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.05097325160438315
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,10,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.05115890041804315
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,11,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.075,0.06597042262972728
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,8,4,3,12,112,144,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,1,1,0.2,0.12611960540234804
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.35833333333333334,0.12110661550374013
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,2,40,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0,0.03333333333333333,0.08021845300257388
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,3,58,82,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,0,0.075,0.10844368122693099
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,4,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.06357593053353812
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,5,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.0614164421461283
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,6,67,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.175,0.10098825941605148
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,7,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.06393982064675512
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,8,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.06357593053413209
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,9,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.06339684017145045
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,10,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.0635626297226934
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,11,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.075,0.07740067205287886
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,12,101,129,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,2,1,0.225,0.13237472504312714
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.31666666666666665,0.13906027011423958
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,2,40,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0,0.03333333333333333,0.0805873672326438
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,3,58,82,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,0,0.075,0.11573326105103394
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,4,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.05201929234366369
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,5,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.05000961426162481
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,6,67,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.175,0.1100805970317128
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,7,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05201929234445521
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,8,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.051823172957042016
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,9,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.05200652180804299
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,10,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.075,0.07343582314021782
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,11,101,129,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,2,1,0.21666666666666667,0.15009715088220507
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,7,5,3,12,103,131,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,4,1,0.058333333333333334,0.0731276368331184
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.7166666666666667,0.18119917127905952
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,2,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.058134020974319696
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,3,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.0581340209735594
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,4,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.05789927469800406
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,5,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.05811408723890819
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,6,44,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05491443317511084
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,7,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.058607019761422956
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,8,81,109,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,2,1,0.075,0.07238657677110659
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,9,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.008333333333333333,0.054893452389233294
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,10,118,150,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,3,1,0.008333333333333333,0.11099940888960624
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,11,41,65,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,2,0,0.03333333333333333,0.09538104878247919
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,12,11,15,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,4,0,0.10833333333333334,0.13933748506718993
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,1,11,15,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,4,0,0.10833333333333334,0.1554017445495448
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,2,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.5166666666666667,0.2171763446800985
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,3,41,65,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,2,0,0.03333333333333333,0.09811795690163333
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,4,44,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.04181939666540564
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,5,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.045963623551247404
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,6,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.008333333333333333,0.04179247098998008
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,7,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.046627243051194124
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,8,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.04596362355224469
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,9,81,109,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,2,1,0.06666666666666667,0.06911471539128926
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,10,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.04565637420838858
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,11,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.045943140600460265
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,10,2,2,12,108,136,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,1,1,0.21666666666666667,0.14642336585851337
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.31666666666666665,0.13906027011423958
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,2,40,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0,0.03333333333333333,0.0805873672326438
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,3,58,82,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,0,0.075,0.11573326105103394
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,4,65,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.05201929234366369
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,5,66,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.05000961426162481
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,6,67,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.175,0.1100805970317128
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,7,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05201929234445521
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,8,88,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1,0.008333333333333333,0.051823172957042016
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,9,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.05200652180804299
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,10,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.075,0.07343582314021782
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,11,101,129,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,2,1,0.21666666666666667,0.15009715088220507
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,7,5,3,12,103,131,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,4,1,0.058333333333333334,0.0731276368331184
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,1,7,7,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,4,0,0.1,8.227849690757148e-07
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,2,17,17,S_WPA_L36_DOC1.0_WOC1.0_N2700_F270_R2,S_WPA_L36_DOC1.0_WOC1.0_N2700_F270,2,0,0.15833333333333333,1.2808986742259377e-05
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,3,29,33,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,2,0,0.058333333333333334,6.742251890665627e-07
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,4,32,40,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,1,0,0.075,1.5142891393332022e-06
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,5,37,45,S_WPA_L36_DOC2.0_WOC1.0_N2700_F270_R2,S_WPA_L36_DOC2.0_WOC1.0_N2700_F270,2,0,0.08333333333333333,7.404575338570064e-07
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,6,54,62,S_WPB_L56_DOC0.5_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC0.5_WOC1.0_N1800_F180,3,0,0.05,1.6216929249559417e-06
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,7,70,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.05,0.9999370487402114
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,8,74,94,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,3,0,0.09166666666666666,1.5748013508410287e-06
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,9,77,97,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,2,0,0.025,1.3632797125726375e-06
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,12,0,1,10,81,101,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,2,0,0.03333333333333333,1.1165407138709743e-06
